name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
F7	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
F3	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
Fz	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	bad	n/a
F4	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
F8	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
T7	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
C3	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
Cz	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
C4	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
T8	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
P7	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
P3	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
Pz	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
P4	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
P8	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
O1	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
O2	EEG	V	0.0	64.0	ElectroEncephaloGram	128.0	good	n/a
